duration,src_bytes,dst_bytes,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,num_failed_logins,logged_in,num_compromised,root_shell,num_file_creations,wrong_fragment,label
13.73,5548.0,63.0,70.0,40.0,0.5238417449338224,0.5835896360047034,0.3337434968660647,0.663640519654162,60.0,50.0,0.748918657078984,0.4441375147197549,0.42262106727000803,5.0,0,1.0,0,1.0,1.0,1
51.31,25853.0,22354.0,94.0,12.0,0.48350406089413617,0.6587738310442358,0.33937126896136327,0.42451464240581144,44.0,62.0,0.5535673402871178,0.8673041436189555,0.30044518818415356,2.0,1,1.0,0,4.0,3.0,1
4.42,9117.0,844.0,1.0,7.0,0.672843056787861,0.5400915299012229,0.2831295533904413,0.6971657024287196,38.0,57.0,0.6541560699006237,0.46787670240843615,0.45788943497596435,5.0,1,3.0,0,1.0,1.0,1
31.45,7188.0,11044.0,12.0,62.0,0.47120834116129184,0.5423500892700213,0.7595673223341451,0.494769232563886,18.0,7.0,0.5778203890132265,0.3104136754647381,0.47907179610321204,4.0,0,3.0,0,2.0,3.0,0
18.81,12431.0,12318.0,58.0,28.0,0.6964296107257075,0.4676284768119289,0.5248742786835515,0.6987824910625436,94.0,36.0,0.42116996541688584,0.4838407995717426,0.6087466084416869,5.0,1,0.0,0,1.0,3.0,1
14.4,11135.0,21895.0,11.0,49.0,0.7058591415344087,0.5316414955528719,0.5243388383585076,0.6037223999065956,141.0,21.0,0.37716552063040787,0.45215673519195937,0.541336618937928,5.0,0,2.0,0,2.0,0.0,0
1.46,3977.0,3975.0,30.0,33.0,0.4851732297803046,0.6166122160053417,0.6851722912740974,0.44914530780105383,1.0,26.0,0.370375792304122,0.38864534376113635,0.589590117132874,2.0,0,3.0,0,2.0,2.0,0
52.76,7056.0,768.0,45.0,54.0,0.4881944552833275,0.5253771268569767,0.23968462309995245,0.672302934946713,91.0,15.0,0.7807234638247541,0.41870626740691963,0.3905120875670285,5.0,0,3.0,0,1.0,0.0,1
42.64,2766.0,10941.0,65.0,0.0,0.5324211333836119,0.634560177354618,0.5842679184688556,0.566772762508664,22.0,33.0,0.4299946903574928,0.5185517348458675,0.6139232017574622,4.0,0,3.0,0,0.0,2.0,0
0.76,19241.0,16171.0,89.0,21.0,0.6423548007337331,0.48198407802633153,0.4772970791272414,0.48585819384654744,98.0,66.0,0.4535508381755019,0.5140074581664491,0.7345118504062705,5.0,0,1.0,0,2.0,0.0,0
5.38,239.0,16004.0,14.0,46.0,0.36443351428106235,0.5642762131520801,0.6956881971957981,0.6295763253118432,172.0,26.0,0.5836943374378311,0.27399274086782516,0.495281883172559,1.0,1,3.0,0,4.0,3.0,0
53.68,13665.0,1869.0,62.0,25.0,0.6720622293270885,0.4959582127095728,0.3172133400886439,0.7092394680136055,84.0,25.0,0.5615002656043647,0.7975992736144303,0.5423981374369384,4.0,1,3.0,0,4.0,3.0,1
9.82,15216.0,14467.0,59.0,55.0,0.3445172686653681,0.3510119322362145,0.6883655300415689,0.5209163785102643,17.0,19.0,0.5178344374097698,0.37427955588863737,0.6019738620398158,3.0,1,2.0,0,1.0,3.0,1
99.03,11699.0,30806.0,62.0,81.0,0.6555664374380675,0.49030662788384005,0.7114811680695116,0.6669716129274852,69.0,11.0,0.49013484267048407,0.2378810802497916,0.5345968734829325,0.0,0,3.0,0,3.0,1.0,0
56.82,15968.0,4150.0,88.0,13.0,0.5735211722075866,0.15598823219181246,0.4866300309224209,0.4704604161342285,47.0,10.0,0.6680502876540644,0.3736381920444361,0.8239608901655928,5.0,0,3.0,0,1.0,2.0,0
55.39,6125.0,15160.0,108.0,29.0,0.39543644666305205,0.5543658703158646,0.7168579798306755,0.5063641973171094,158.0,33.0,0.5012402518289063,0.5426108696789192,0.5576405325077685,5.0,1,0.0,0,2.0,3.0,0
10.85,13084.0,13937.0,67.0,2.0,0.5761269421607227,0.3804426355912486,0.6061812532354242,0.530712992508086,51.0,26.0,0.40428796727528754,0.3824776319610178,0.7495580638799374,1.0,0,3.0,0,1.0,0.0,1
49.58,5054.0,1314.0,52.0,37.0,0.6968543556253768,0.5780994389362153,0.2537576768266996,0.4080694198107796,3.0,17.0,0.7720133666315703,0.5069934215905946,0.36861206171470184,5.0,1,3.0,0,2.0,0.0,1
87.5,694.0,21558.0,34.0,58.0,0.6271171910648763,0.8056513017296695,0.5790497247132279,0.6222770362902567,33.0,4.0,0.3139659999409242,0.39055264956522734,0.5132744672303255,5.0,0,3.0,0,4.0,2.0,0
10.97,2650.0,2804.0,31.0,33.0,0.6226223293393448,0.5491236887455124,0.3748838965451336,0.575471599249247,66.0,13.0,0.7352699959373696,0.5618357453930228,0.34660336842458733,1.0,1,2.0,0,3.0,1.0,1
17.74,7939.0,10978.0,99.0,25.0,0.36012645103811963,0.44330559470732944,0.7426824207401109,0.5319678519761026,57.0,55.0,0.31271278962288596,0.5661150168045153,0.6029648282418612,5.0,1,3.0,0,1.0,3.0,1
53.03,6053.0,5768.0,59.0,4.0,0.3082028885215114,0.4755155811084076,0.490717663536177,0.3607340747862753,62.0,58.0,0.5002558460716796,0.6591163643136819,0.6499645837348542,5.0,1,1.0,0,3.0,3.0,0
21.23,2197.0,11503.0,82.0,13.0,0.5646778344829956,0.27761199702961453,0.6596886819428931,0.62918501365089,35.0,23.0,0.3401732961658033,0.34440015896668036,0.6110448684281635,4.0,0,1.0,0,2.0,3.0,0
28.22,2409.0,16751.0,3.0,9.0,0.6283547984011784,0.7913454177592105,0.48065569602056213,0.45550578397499225,9.0,39.0,0.591477105096362,0.18013069764027867,0.5707388258268361,4.0,1,0.0,0,1.0,3.0,0
3.95,17026.0,2257.0,133.0,26.0,0.3156992262247797,0.6813514026419882,0.7973019064529236,0.47157320471788966,68.0,57.0,0.4145834419637779,0.6182112795871141,0.6498607493706658,5.0,1,2.0,0,4.0,2.0,0
27.49,3281.0,23310.0,56.0,6.0,0.7444466546516064,0.72585493501275,0.45469477182472945,0.5642546373038267,9.0,69.0,0.47760118060925716,0.23802123184650387,0.475086031168148,3.0,0,0.0,0,1.0,3.0,0
61.31,5766.0,14540.0,45.0,48.0,0.495436555484265,0.5900145667223277,0.28722103842199675,0.4884557514445873,35.0,103.0,0.726603324865913,0.5803229856719905,0.24484100867317213,5.0,1,3.0,0,1.0,2.0,1
29.51,9935.0,18328.0,140.0,29.0,0.27752858040517303,0.6180889502356889,0.39244307270660744,0.5345266030669515,218.0,75.0,0.6349711629313963,0.8813982201231041,0.5195459903717844,5.0,0,2.0,1,4.0,3.0,0
21.75,14752.0,6008.0,13.0,71.0,0.4556186893190522,0.7473463432513346,0.5504260250262514,0.6099115835246983,91.0,45.0,0.5891672137007745,0.5007954607542653,0.5503620549565675,3.0,0,3.0,0,2.0,3.0,0
36.86,7018.0,10723.0,3.0,27.0,0.3092767350393174,0.58919028353567,0.5192063184536384,0.6300998643228961,182.0,91.0,0.5419974671584731,0.6176055987047016,0.6548655601227947,5.0,1,2.0,1,1.0,3.0,0
15.44,12283.0,4040.0,56.0,35.0,0.4023298435837427,0.5809097084058878,0.6400873690799654,0.7025325770666307,36.0,23.0,0.5639136598402308,0.5213312307059925,0.7336869260343355,5.0,1,2.0,0,1.0,2.0,0
8.28,30.0,4582.0,51.0,46.0,0.4586205422120447,0.2668678990859362,0.43810269092127224,0.5676008248047438,119.0,25.0,0.6748877919254461,0.6075838843459396,0.5262909661713417,3.0,0,3.0,0,2.0,1.0,0
86.64,18676.0,561.0,35.0,14.0,0.4688573940243997,0.3302881257291067,0.6434242505227424,0.40240793506923045,20.0,20.0,0.6641271108613508,0.34554827324570964,0.7090652140362468,5.0,1,1.0,1,3.0,1.0,0
39.93,30661.0,3121.0,24.0,61.0,0.6675784466889486,0.255243013949547,0.5944237221793365,0.4518832657222314,77.0,102.0,0.5371627806614415,0.6859690827514188,0.494979259055868,5.0,1,1.0,0,4.0,3.0,1
46.31,14642.0,1982.0,56.0,41.0,0.24971763103777297,0.4463689941718873,0.3915607019787567,0.4035552900806329,129.0,93.0,0.6117891674592643,0.9815243261540096,0.34759872703408956,5.0,1,3.0,0,3.0,3.0,0
93.06,4677.0,1522.0,20.0,46.0,0.4824161743764743,0.36350830238910004,0.48431362380233206,0.41666045012950237,35.0,4.0,0.5500671831563864,0.5552491478599603,0.6153783532847986,3.0,0,1.0,0,1.0,1.0,0
15.62,3900.0,7307.0,43.0,105.0,0.5244686993383797,0.5579482113461226,0.3147830734014203,0.5638496006643051,149.0,5.0,0.5902204372212495,0.5235099747564183,0.5992415348318217,1.0,1,3.0,0,2.0,2.0,1
34.91,11393.0,14850.0,115.0,48.0,0.28032089458940357,0.6419098474369914,0.18829457120175933,0.3048305291155124,20.0,54.0,0.8703586513479281,0.8468393092669652,0.5944885186347131,2.0,1,3.0,1,4.0,3.0,1
4.19,7142.0,17177.0,7.0,74.0,0.42217544086836445,0.5328560972015968,0.36134761912559077,0.6734898640959929,17.0,52.0,0.5494192152820015,0.6712831722272615,0.38958078340074265,5.0,1,3.0,0,2.0,3.0,1
58.92,1213.0,28432.0,35.0,70.0,0.6663637097525801,0.6260871073332174,0.5912492042252843,0.4403943829368539,18.0,8.0,0.34923128142267534,0.38098815385666945,0.6156872705780416,5.0,0,2.0,0,1.0,1.0,0
44.58,582.0,10478.0,30.0,12.0,0.44471714129684126,0.5836135923390388,0.3259447325763149,0.3523328227210909,39.0,22.0,0.42140883496160425,0.7251770266486754,0.7474182299224243,5.0,1,0.0,0,3.0,2.0,1
20.08,9221.0,2014.0,58.0,29.0,0.41584478894976795,0.45757476992860563,0.5503694670929863,0.2618461808227646,1.0,85.0,0.6979502360699397,0.5302985219962362,0.36283751037125506,5.0,0,0.0,0,4.0,2.0,1
38.19,15876.0,1891.0,27.0,32.0,0.43409048826476604,0.24766465061737922,0.545350706167681,0.5797375786846344,55.0,19.0,0.7439939980494992,0.39415224297874246,0.6373432520999562,5.0,0,3.0,1,3.0,2.0,0
52.16,7822.0,17541.0,108.0,69.0,0.3190729217399311,0.6423269669237045,0.906836113509727,0.628346454726493,77.0,73.0,0.4020511258148374,0.28402067220652294,0.6898965815872828,5.0,1,1.0,1,1.0,2.0,0
35.67,12560.0,9902.0,36.0,43.0,0.31730079874900075,0.4468691582238066,0.6816473572442853,0.2633711627843086,30.0,12.0,0.6765029182875365,0.5300399968187655,0.637777029304826,5.0,1,2.0,0,4.0,0.0,0
63.8,2557.0,1796.0,35.0,62.0,0.3285415944645678,0.44053062468414933,0.521708381364568,0.311279062543749,159.0,82.0,0.6319303494982313,0.7032621941321973,0.47203179135027296,5.0,0,3.0,0,1.0,0.0,0
35.79,3416.0,16613.0,44.0,4.0,0.6035909796377693,0.5352219445285519,0.655619822156182,0.47387744663854153,19.0,16.0,0.361431787462051,0.21492797824491103,0.3995737069368952,0.0,0,0.0,0,2.0,2.0,0
32.17,6035.0,18954.0,22.0,21.0,0.37149221344096506,0.39362076908338883,0.5094505786346435,0.487359558159082,23.0,74.0,0.5607559896328487,0.6381352350120064,0.7710963572347111,5.0,1,3.0,0,2.0,2.0,1
12.77,5709.0,22118.0,65.0,76.0,0.4074592648960193,0.46704195603855336,0.6147569610399246,0.5018741484232994,174.0,75.0,0.693475531750126,0.6696942119408318,0.537467443045528,5.0,1,3.0,1,3.0,3.0,0
64.24,8752.0,8613.0,33.0,35.0,0.45507807449086446,0.5427304171853737,0.7059789253060049,0.5064803865440823,14.0,128.0,0.6699172387734131,0.37430977099679685,0.16333910542421953,5.0,0,3.0,0,0.0,1.0,1
3.41,8628.0,814.0,46.0,24.0,0.4576709652349711,0.37696275631339093,0.5623554931887597,0.6871988727072995,26.0,41.0,0.460141001970728,0.6080654248115965,0.5925977091307278,5.0,1,1.0,0,4.0,3.0,1
5.21,13399.0,7822.0,3.0,41.0,0.5402326907984835,0.5107314538284898,0.6890650089641976,0.6119587310745459,35.0,34.0,0.5297409879985845,0.38518018399043863,0.360827542906416,5.0,1,1.0,0,1.0,3.0,1
23.68,12143.0,7445.0,27.0,66.0,0.48263341700460455,0.5610164885712164,0.5745024859990354,0.41632372762094216,36.0,75.0,0.5391625443372189,0.7453738181455531,0.3045323761076557,2.0,1,0.0,0,4.0,3.0,1
0.87,8521.0,4507.0,53.0,35.0,0.3108917163197217,0.3685815683587897,0.6046420210480749,0.4128446708250926,139.0,45.0,0.646395675537366,0.5951436778459017,0.5594083616787281,5.0,1,3.0,0,1.0,3.0,0
25.4,10961.0,11622.0,52.0,13.0,0.5881307748371325,0.7783749270666486,0.4860440506826774,0.4325856326816597,27.0,37.0,0.5047177866582944,0.5461385207333257,0.5770727477849458,2.0,1,2.0,0,1.0,0.0,0
51.94,16042.0,21273.0,108.0,0.0,0.39058387689738133,0.6807995190414037,0.4223130647206693,0.587218811474715,111.0,56.0,0.5835476102956071,0.6828472070791014,0.23511367404142575,3.0,1,1.0,0,3.0,2.0,1
17.54,1779.0,9219.0,80.0,57.0,0.40514516523308103,0.5704692644793502,0.6445636380143102,0.6671170741305152,165.0,0.0,0.6577972892472819,0.639946560976181,0.46977147969528715,3.0,0,0.0,0,0.0,1.0,0
32.36,3551.0,10523.0,33.0,46.0,0.5310820436941545,0.5210429795431912,0.3936057428652416,0.6104636846385536,11.0,20.0,0.5442905795771017,0.5421913216259328,0.29388424191571827,5.0,1,3.0,0,2.0,1.0,1
3.18,8015.0,21752.0,116.0,39.0,0.6451172276625606,0.4690174257556899,0.8059990343700272,0.4704798393333061,18.0,22.0,0.2851784358435637,0.39387641267798074,0.3798493393255204,5.0,1,2.0,0,0.0,2.0,1
43.34,6392.0,12863.0,10.0,25.0,0.593036380070196,0.42719666453986177,0.38630623024010785,0.6509590188880388,215.0,9.0,0.5381639109025564,0.3964692947729461,0.4883194547935432,5.0,0,3.0,0,1.0,0.0,1
61.52,29831.0,1097.0,74.0,7.0,0.6952351315270224,0.29624182410519917,0.7007051618686532,0.22521806462427818,56.0,7.0,0.4148839207146128,0.638719077291461,0.5157536219554864,5.0,1,3.0,0,4.0,3.0,1
54.03,8823.0,6169.0,29.0,41.0,0.5528614329565474,0.6305871912276203,0.27431253974114383,0.48669007294707634,19.0,73.0,0.6867288954014988,0.56465587101991,0.3437373142435334,5.0,1,3.0,0,1.0,2.0,1
104.22,2732.0,15487.0,29.0,20.0,0.5925878549614443,0.8650477635279556,0.3215732773739117,0.08094874363346338,125.0,38.0,0.3016646568861635,0.48004941697089,0.5432006858991218,5.0,1,3.0,0,0.0,1.0,0
0.95,15982.0,13847.0,40.0,41.0,0.6930044252180423,0.26758068224875176,0.8298801653708597,0.21533991472918237,87.0,16.0,0.4127041322440336,0.4920640714245613,0.4349094200238326,5.0,1,3.0,0,4.0,2.0,1
20.92,195.0,15800.0,27.0,11.0,0.3280372621454408,0.13851726053884275,0.6115409124443362,0.5210187867356767,27.0,42.0,0.7289446102300731,0.6843959610686331,0.420362359529344,5.0,1,3.0,0,4.0,2.0,0
52.56,725.0,4292.0,56.0,30.0,0.6305342545732423,0.38352594240773835,0.7394999613418697,0.515196525631818,14.0,60.0,0.3472919519035894,0.3843606158820037,0.4251261861002051,1.0,0,3.0,0,3.0,0.0,0
0.41,10275.0,26413.0,37.0,58.0,0.5650659667034881,0.5294525501177457,0.6168602965749722,0.6717318766733023,59.0,18.0,0.3209809037404909,0.2250926434565105,0.7160588440979739,5.0,0,1.0,1,4.0,3.0,0
13.53,18995.0,20969.0,102.0,18.0,0.39763078350381886,0.2326614180396493,0.6147960624705403,0.5770492928727765,106.0,47.0,0.6384039022857143,0.4806528631382413,0.7506514812733305,5.0,1,2.0,0,1.0,1.0,0
27.41,8032.0,10093.0,10.0,9.0,0.4788305981232958,0.31012371937210564,0.6041778587476302,0.5107290227477764,202.0,90.0,0.41223282591348615,0.3149262629152758,0.516768821014384,5.0,0,0.0,1,3.0,3.0,0
18.7,16616.0,2736.0,76.0,50.0,0.7469740315191706,0.3497322052760774,0.6096822917702318,0.6765416076685792,123.0,81.0,0.5949616325006197,0.49133928039894254,0.6113485695437443,5.0,1,2.0,0,2.0,1.0,1
27.37,6722.0,938.0,27.0,20.0,0.4432571840743305,0.2652999546350121,0.4322402996590094,0.5490811383578135,86.0,9.0,0.6528746053375627,0.45581963644595513,0.6356529209530121,3.0,0,3.0,0,0.0,2.0,0
72.44,4319.0,23368.0,56.0,31.0,0.6462661101978526,0.240544249919196,0.7329295261694166,0.5358299694211389,127.0,37.0,0.3905213601952883,0.48571325618381084,0.5896954395721306,5.0,0,3.0,0,0.0,1.0,1
25.17,13173.0,8690.0,21.0,5.0,0.6305826859298621,0.5260061140856114,0.6525505841058871,0.33583523340599253,29.0,59.0,0.3752780145097418,0.34296127833928675,0.5699933066852875,3.0,1,3.0,0,1.0,1.0,0
42.88,5720.0,26162.0,22.0,13.0,0.6939354344168803,0.45762252017570004,0.5209569866653025,0.3796484955579995,19.0,51.0,0.3206442102963992,0.18945052958747022,0.6858444190742944,5.0,0,2.0,1,1.0,3.0,0
53.29,4657.0,22736.0,23.0,53.0,0.579273395566207,0.6899976256363791,0.5667047274392762,0.44087630230545627,20.0,44.0,0.18448261012514716,0.48242782310950416,0.5624441825636569,5.0,0,0.0,1,2.0,1.0,0
1.78,4282.0,8048.0,74.0,40.0,0.49065019944096466,0.4977581566475491,0.5810545737634746,0.40435447525422236,133.0,36.0,0.18632711009673686,0.5914825279547553,0.6823650885555096,5.0,1,3.0,0,2.0,1.0,0
16.44,3748.0,5777.0,82.0,82.0,0.39923828367679803,0.7762454318849527,0.6654877938988245,0.4910212647396817,86.0,17.0,0.6876098510248209,0.5050000317394696,0.4010926326740321,2.0,1,3.0,0,4.0,1.0,0
44.39,4792.0,3748.0,11.0,6.0,0.23166105640861098,0.31089707658038757,0.621606683848578,0.44568556890821487,74.0,49.0,0.7582038962321508,0.5558804910334476,0.6297342296525,5.0,0,2.0,1,4.0,3.0,0
61.19,7393.0,10232.0,27.0,5.0,0.42283919802985065,0.6747898702371866,0.5953502981643821,0.4350975882706015,12.0,34.0,0.5313906876165573,0.709592578930997,0.5325200832552216,5.0,1,0.0,1,4.0,3.0,0
45.52,21059.0,19050.0,65.0,12.0,0.4142237280822199,0.5179003157117942,0.6918315187298442,0.40405260129434006,191.0,26.0,0.4704126594020022,0.5228216265744589,0.5256983057307909,5.0,1,3.0,0,1.0,3.0,1
70.83,7243.0,4814.0,13.0,26.0,0.5347525212025982,0.44179188295540556,0.5621144484278352,0.47253196226980365,141.0,75.0,0.4932003812643844,0.2713254031085516,0.699616600506092,5.0,0,0.0,1,2.0,3.0,0
3.81,20826.0,4296.0,64.0,34.0,0.4259242053990784,0.5141915464337921,0.6319065626400543,0.5198653074699494,7.0,21.0,0.49497045684553564,0.43719655110110184,0.7743026614373433,5.0,1,1.0,0,0.0,1.0,0
42.45,10557.0,12769.0,2.0,31.0,0.4557661299728521,0.6771453419235998,0.5849308640863983,0.39002216020552605,50.0,15.0,0.4332970257797315,0.41395886121419423,0.7287461903200686,4.0,0,3.0,0,0.0,3.0,0
115.92,25318.0,7036.0,34.0,41.0,0.6168992105615827,0.2925240398827093,0.7111871266246057,0.5253709144191334,183.0,56.0,0.4499765082191574,0.6034673847935045,0.5217182779220693,5.0,1,2.0,0,4.0,3.0,1
18.55,23172.0,21187.0,125.0,49.0,0.5739607173346654,0.5104379477970438,0.67868801913034,0.5789905768475322,72.0,41.0,0.7796188324595493,0.44977207692725546,0.6166907304894881,5.0,1,0.0,1,3.0,3.0,0
11.08,9439.0,15435.0,19.0,39.0,0.5618652198468757,0.5763095735699724,0.5377451052692287,0.4642313755832222,88.0,15.0,0.2490371304172718,0.4221676201369476,0.6591904672293368,5.0,0,1.0,0,3.0,1.0,0
6.9,3922.0,18047.0,12.0,12.0,0.30914495946676596,0.5767524956378809,0.7959014918539277,0.41952938031181386,114.0,84.0,0.4926055852132335,0.47743080431054175,0.580232072271868,5.0,0,2.0,0,4.0,1.0,0
39.64,6942.0,7728.0,30.0,37.0,0.4614758066338558,0.3784702390537115,0.431063228536404,0.6909754029557884,91.0,39.0,0.5541509634949386,0.6655117956203437,0.5712633522015904,2.0,0,2.0,0,0.0,1.0,0
14.58,7826.0,13474.0,55.0,0.0,0.3379534108717288,0.517098442209996,0.8482186055779175,0.545327668679597,117.0,35.0,0.31980555707012476,0.41641623819534784,0.3999271660691941,1.0,1,3.0,0,1.0,1.0,1
21.13,6598.0,1251.0,4.0,15.0,0.4189277288001992,0.5459417736366229,0.6359980494502572,0.5445429296824423,22.0,44.0,0.49432583785468437,0.37856314979866945,0.6560498045209553,4.0,1,2.0,0,1.0,2.0,0
28.31,9762.0,17256.0,4.0,48.0,0.3768782468058396,0.602386890720998,0.5073355849015018,0.5891288066448424,89.0,55.0,0.4788706301696471,0.5544861047089569,0.6940809615787691,5.0,1,3.0,0,1.0,3.0,0
77.19,19288.0,7276.0,79.0,28.0,0.5183828573584114,0.7559500708011566,0.39060421375583454,0.3930518894222715,20.0,81.0,0.6809119160581031,0.4873288895970768,0.548853905351777,1.0,1,0.0,1,4.0,2.0,1
54.1,4252.0,16798.0,74.0,8.0,0.3160235037994969,0.2639401489110149,0.6665027581246101,0.5561668036858299,0.0,42.0,0.6538775187277178,0.5694823494044872,0.5799582827211703,5.0,1,2.0,0,3.0,2.0,0
1.02,1408.0,8517.0,42.0,32.0,0.5817967025294456,0.32830642192127807,0.6275385575730861,0.3596261634057393,91.0,46.0,0.23353039782566296,0.5967024535281189,0.6798112331968317,5.0,1,1.0,0,3.0,3.0,1
3.32,8975.0,1777.0,26.0,37.0,0.5385590513846117,0.5952811181944151,0.36999006047561184,0.5786466162541762,99.0,36.0,0.43071788771517,0.4805344976789272,0.4830394176334595,5.0,1,2.0,0,1.0,2.0,1
22.41,29758.0,12381.0,134.0,50.0,0.6120057678549156,0.15993699449190255,0.645013071045911,0.7430301986770912,69.0,1.0,0.7591431529853633,0.33499671806285397,0.6952019700935235,5.0,1,1.0,0,1.0,2.0,0
15.36,15062.0,10143.0,23.0,70.0,0.5599654254151801,0.2726327484810847,0.4834528221874952,0.5214869311169542,45.0,168.0,0.46793238339163673,0.8355841986512764,0.7322208301365857,5.0,1,1.0,0,1.0,3.0,1
